Stock Symbol,Company Name,Last Sale,Market Capitalization,IPO Year,Sector,Industry
BANC^C,"Banc of California, Inc.",26.67,0,n/a,n/a,n/a
BANC^D,"Banc of California, Inc.",26.56,0,n/a,n/a,n/a
BANC^E,"Banc of California, Inc.",26.17,0,n/a,n/a,n/a
BBVA,Banco Bilbao Viscaya Argentaria S.A.,7.29,47870625114,n/a,Finance,Commercial Banks
BBD,Banco Bradesco Sa,9.79,54157154150,n/a,Finance,Major Banks
BBDO,Banco Bradesco Sa,9.95,55042255750,n/a,Finance,Major Banks
BCH,Banco De Chile,74.37,12181241160,n/a,Finance,Commercial Banks
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",27.6,1080806947,1992,Finance,Commercial Banks
BSBR,Banco Santander Brasil SA,7.55,57101272248,2009,Finance,Commercial Banks
BSAC,Banco Santander Chile,24.91,11735482522,n/a,Finance,Commercial Banks
SAN,"Banco Santander, S.A.",5.78,84285929252,n/a,Finance,Commercial Banks
SAN^A,"Banco Santander, S.A.",26,0,n/a,n/a,n/a
SAN^B,"Banco Santander, S.A.",24.45,0,n/a,n/a,n/a
SAN^C,"Banco Santander, S.A.",25.625,0,n/a,n/a,n/a
SAN^I,"Banco Santander, S.A.",25.79,0,n/a,n/a,n/a
CIB,BanColombia S.A.,39.12,9406668060,n/a,Finance,Commercial Banks
BXS,"BancorpSouth, Inc.",28.95,2709457452,n/a,Finance,Major Banks
BAC,Bank of America Corporation,22.34,2.23667E+11,n/a,Finance,Major Banks
BAC.WS.A,Bank of America Corporation,n/a,0,n/a,n/a,n/a
BAC.WS.B,Bank of America Corporation,n/a,0,n/a,n/a,n/a
BAC^A,Bank of America Corporation,26.02,0,n/a,n/a,n/a
BAC^C,Bank of America Corporation,25.94,0,n/a,n/a,n/a
BAC^D,Bank of America Corporation,25.64,0,n/a,n/a,n/a
BAC^E,Bank of America Corporation,23.31,0,n/a,n/a,n/a
BAC^I,Bank of America Corporation,25.95,0,n/a,n/a,n/a
BAC^L,Bank of America Corporation,1207.7782,0,n/a,n/a,n/a
BAC^W,Bank of America Corporation,26.8,0,n/a,Finance,Major Banks
BAC^Y,Bank of America Corporation,26.74,0,n/a,Finance,Major Banks
BML^G,Bank of America Corporation,21.45,0,n/a,n/a,n/a
BML^H,Bank of America Corporation,21.82,0,n/a,n/a,n/a
BML^I,Bank of America Corporation,25.79,0,n/a,n/a,n/a
BML^J,Bank of America Corporation,23.69,0,n/a,n/a,n/a
BML^L,Bank of America Corporation,23.38,0,n/a,n/a,n/a
BOH,Bank of Hawaii Corporation,77.57,3322673251,n/a,Finance,Major Banks
BMO,Bank Of Montreal,73.05,47603137838,n/a,Finance,Commercial Banks
NTB,Bank of N.T. Butterfield & Son Limited (The),30.69,1635788417,2016,Finance,Commercial Banks
BK,Bank Of New York Mellon Corporation (The),46.42,48074188491,n/a,Finance,Major Banks
BK^C,Bank Of New York Mellon Corporation (The),25.29,0,n/a,n/a,n/a
BNS,Bank of Nova Scotia (The),57.01,68940200957,n/a,Finance,Major Banks
RATE,"Bankrate, Inc.",9.7,872182057.2,2011,Technology,EDP Services
BKU,"BankUnited, Inc.",34.55,3672635252,2011,Finance,Savings Institutions
BCS,Barclays PLC,10.5,44540167592,n/a,Finance,Commercial Banks
BCS^D,Barclays PLC,26.24,0,n/a,n/a,n/a
MCI,Barings Corporate Investors,15.4,304772267.8,n/a,n/a,n/a
MPV,Barings Participation Investors,14.28,148314550.4,1988,n/a,n/a
BNED,"Barnes & Noble Education, Inc",9.62,446828653.7,2015,Consumer Services,Other Specialty Stores
BKS,"Barnes & Noble, Inc.",9.15,663083828.7,n/a,Consumer Services,Other Specialty Stores
B,"Barnes Group, Inc.",49.32,2649505417,n/a,Capital Goods,Metal Fabrications
CUDA,"Barracuda Networks, Inc.",23.16,1222301216,2013,Technology,Computer peripheral equipment
ABX,Barrick Gold Corporation,19.83,23113333828,n/a,Basic Industries,Precious Metals
BAS,"Basic Energy Services, Inc.",33.88,880840936.4,2005,Energy,Oilfield Services/Equipment
BAX,Baxter International Inc.,53.25,28859232828,n/a,Health Care,Medical/Dental Instruments
BTE,Baytex Energy Corp,3.36,786925742.4,n/a,Energy,Oil & Gas Production
BBT,BB&T Corporation,42.62,34459020794,n/a,Finance,Major Banks
BBT^D,BB&T Corporation,25.55,0,n/a,n/a,n/a
BBT^E,BB&T Corporation,25.62,0,n/a,n/a,n/a
BBT^F,BB&T Corporation,25.01,0,n/a,n/a,n/a
BBT^G,BB&T Corporation,25.04,0,n/a,n/a,n/a
BBT^H,BB&T Corporation,25.77,0,n/a,n/a,n/a
BFR,BBVA Banco Frances S.A.,18.18,3253479765,n/a,Finance,Commercial Banks
BCE,"BCE, Inc.",45.68,41041013554,n/a,Public Utilities,Telecommunications Equipment
BZH,"Beazer Homes USA, Inc.",11.87,398174734.4,1994,Capital Goods,Homebuilding
BDX,"Becton, Dickinson and Company",182.59,38859732270,n/a,Health Care,Medical/Dental Instruments
BDC,Belden Inc,64.68,2734035048,n/a,Basic Industries,Telecommunications Equipment
BDC^B,Belden Inc,92.48,0,n/a,n/a,n/a
BXE,Bellatrix Exploration Ltd,0.83,204666237.2,n/a,Energy,Oil & Gas Production
BEL,Belmond Ltd.,11.95,1216569260,n/a,Consumer Services,Hotels/Resorts
BMS,"Bemis Company, Inc.",47.79,4394312866,n/a,Consumer Durables,Containers/Packaging
BHE,"Benchmark Electronics, Inc.",30.35,1509028678,n/a,Technology,Electrical Products
BRK.A,Berkshire Hathaway Inc.,n/a,0,n/a,n/a,n/a
BRK.B,Berkshire Hathaway Inc.,n/a,0,n/a,n/a,n/a
BHLB,"Berkshire Hills Bancorp, Inc.",33.65,1202317865,n/a,Finance,Banks
BERY,"Berry Global Group, Inc.",48.99,6309912000,2012,Consumer Non-Durables,Plastic Products
BBY,"Best Buy Co., Inc.",48.27,14920780247,n/a,Consumer Services,Consumer Electronics/Video Chains
BGCA,"BGC Partners, Inc.",25.51,0,2012,Finance,Investment Bankers/Brokers/Service
BHP,BHP Billiton Limited,36.09,96043483033,n/a,Basic Industries,Precious Metals
BBL,BHP Billiton plc,31.5,83828476463,n/a,Energy,Coal Mining
BIG,"Big Lots, Inc.",47.19,2113466535,n/a,Consumer Services,Department/Specialty Retail Stores
BH,Biglari Holdings Inc.,423.74,876130332.6,n/a,Consumer Services,Restaurants
BBG,Bill Barrett Corporation,4.02,306705176.4,2004,Energy,Oil & Gas Production
BIOA,BioAmber Inc.,2.32,80851018.64,2013,Basic Industries,Major Chemicals
BIOA.WS,BioAmber Inc.,n/a,0,n/a,n/a,n/a
BIO,"Bio-Rad Laboratories, Inc.",202.73,5996832870,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,0,n/a,n/a,n/a
BITA,Bitauto Holdings Limited,23.6,1669134190,2010,Technology,EDP Services
BKH,Black Hills Corporation,67.25,3593309465,n/a,Public Utilities,Electric Utilities: Central
BKHU,Black Hills Corporation,73.12,0,2015,Public Utilities,Electric Utilities: Central
BKFS,"Black Knight Financial Services, Inc.",38.3,5928914455,2015,Technology,Computer Software: Prepackaged Software
BSM,"Black Stone Minerals, L.P.",16.48,3168499085,2015,Energy,Oil & Gas Production
BGIO,BlackRock 2022 Global Income Opportunity Trust,9.98,209758831.6,2017,n/a,n/a
BJZ,Blackrock California Municipal 2018 Term Trust,15.0675,96929649.39,2001,n/a,n/a
BFZ,BlackRock California Municipal Income Trust,14.37,458444457.5,2001,n/a,n/a
CII,Blackrock Capital and Income Strategies Fund Inc,14.28,630053592,2004,n/a,n/a
BHK,Blackrock Core Bond Trust,13.63,735135767.4,2001,n/a,n/a
HYT,"Blackrock Corporate High Yield Fund, Inc.",11.05,1398926331,2003,n/a,n/a
BTZ,BlackRock Credit Allocation Income Trust,13.25,1432168253,2006,n/a,n/a
DSU,"Blackrock Debt Strategies Fund, Inc.",11.54,718992833.7,1998,n/a,n/a
BHL,Blackrock Defined Opportunity Credit Trust,13.71,123993802.1,2008,n/a,n/a
BGR,BlackRock Energy and Resources Trust,13.77,410694739,2004,n/a,n/a
BDJ,Blackrock Enhanced Equity Dividend Trust,8.44,1594977038,2005,n/a,n/a
EGF,"Blackrock Enhanced Government Fund, Inc",13.22,85866279.6,2005,n/a,n/a
FRA,Blackrock Floating Rate Income Strategies Fund Inc,14.33,533541553,2003,n/a,n/a
BFO,Blackrock Florida Municipal 2020 Term Trust,15.1,83988132.8,2003,n/a,n/a
BGT,Blackrock Global,14.46,342170334.7,2004,n/a,n/a
BOE,Blackrock Global,12.61,876182660.2,2005,n/a,n/a
BME,Blackrock Health Sciences Trust,34.21,295850816.8,2005,n/a,n/a
BAF,BlackRock Income Investment Quality Trust,14.54,127216537.7,2002,n/a,n/a
BKT,BlackRock Income Trust Inc. (The),6.25,399640843.8,n/a,n/a,n/a
BGY,"BLACKROCK INTERNATIONAL, LTD.",5.85,643437270.5,2007,n/a,n/a
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),14.88,255725581.9,1993,n/a,n/a
BTA,BlackRock Long-Term Municipal Advantage Trust,11.65,156369177.6,2006,n/a,n/a
BIT,BlackRock Multi-Sector Income Trust,17.5,672378420,2013,n/a,n/a
MUI,Blackrock Muni Intermediate Duration Fund Inc,14.04,537679574.6,2003,n/a,n/a
MNE,Blackrock Muni New York Intermediate Duration Fund Inc,13.861,58352647.68,2003,n/a,n/a
MUA,"Blackrock MuniAssets Fund, Inc.",14.56,522605967.5,1993,n/a,n/a
BPK,Blackrock Municipal 2018 Term Trust,15.05,239415821.4,2001,n/a,n/a
BKK,Blackrock Municipal 2020 Term Trust,15.8,319738722.4,2003,n/a,n/a
BBK,Blackrock Municipal Bond Trust,15.38,161745615.6,2002,n/a,n/a
BBF,BlackRock Municipal Income Investment Trust,14.85,151655818.1,n/a,n/a,n/a
BYM,Blackrock Municipal Income Quality Trust,14.08,371800323.8,2002,n/a,n/a
BFK,BlackRock Municipal Income Trust,14.11,632198437.1,n/a,n/a,n/a
BTT,BlackRock Municipal Target Term Trust Inc. (The),22.94,1617397799,2012,n/a,n/a
MEN,"Blackrock MuniEnhanced Fund, Inc.",11.77,348910362.6,1989,n/a,n/a
MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",14.34,587975606.2,1998,n/a,n/a
MUH,"Blackrock MuniHoldings Fund II, Inc.",15.81,178874308.4,1998,n/a,n/a
MHD,"Blackrock MuniHoldings Fund, Inc.",16.74,237089373.3,1997,n/a,n/a
MFL,Blackrock MuniHoldings Investment Quality Fund,14.49,548027941.9,1997,n/a,n/a
MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",14.46,436024887.9,1998,n/a,n/a
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",13.73,427442675.8,1997,n/a,n/a
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",13.62,306657350.9,n/a,n/a,n/a
MUS,"Blackrock MuniHoldings Quality Fund, Inc.",13.46,175186947.5,1998,n/a,n/a
MVT,"Blackrock MuniVest Fund II, Inc.",15.55,328597250.8,1993,n/a,n/a
MYC,"Blackrock MuniYield California Fund, Inc.",15.06,322403486,1992,n/a,n/a
MCA,"Blackrock MuniYield California Insured Fund, Inc.",14.95,514365469.2,1992,n/a,n/a
MYD,"Blackrock MuniYield Fund, Inc.",14.68,686392671.9,1991,n/a,n/a
MYF,Blackrock MuniYield Investment Fund,15.66,213955908.8,1992,n/a,n/a
MFT,Blackrock MuniYield Investment QualityFund,14.01,118722617.3,1992,n/a,n/a
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",13.89,410842156.4,1992,n/a,n/a
MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",15.5815,223430373.9,1992,n/a,n/a
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",13.09,518188384.6,1992,n/a,n/a
MPA,Blackrock MuniYield Pennsylvania Quality Fund,14.36,191739961.4,1992,n/a,n/a
MQT,"Blackrock MuniYield Quality Fund II, Inc.",13.03,293930857.3,1992,n/a,n/a
MYI,"Blackrock MuniYield Quality Fund III, Inc.",14.13,961525432.2,n/a,n/a,n/a
MQY,"Blackrock MuniYield Quality Fund, Inc.",15.06,462345448.7,1992,n/a,n/a
BNJ,BlackRock New Jersey Municipal Income Trust,15.3,117320629.5,n/a,n/a,n/a
BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,14.68,190246047.2,n/a,n/a,n/a
BLH,Blackrock New York Municipal 2018 Term Trust,14.8,53768814.4,2001,n/a,n/a
BQH,Blackrock New York Municipal Bond Trust,14.3,40041501.5,2002,n/a,n/a
BSE,Blackrock New York Municipal Income Quality Trust,13.29,86646281.4,2002,n/a,n/a
BCX,BlackRock Resources,8.65,856867131.6,2011,n/a,n/a
BST,BlackRock Science and Technology Trust,20.5,461405636,2014,n/a,n/a
BSD,BlackRock Strategic Municipal Trust Inc. (The),13.66,99805519.62,1999,n/a,n/a
BUI,BlackRock Utility and Infrastructure Trust,20.71,350143224.4,2011,n/a,n/a
BLK,"BlackRock, Inc.",379,62094527337,1999,Finance,Investment Bankers/Brokers/Service
BGB,Blackstone / GSO Strategic Credit Fund,16.05,716863331.1,2012,n/a,n/a
BGX,Blackstone GSO Long Short Credit Income Fund,16.2,205774992,2011,n/a,n/a
BSL,Blackstone GSO Senior Floating Rate Term Fund,18.04,274662211.1,2010,n/a,n/a
BCRH,Blue Capital Reinsurance Holdings Ltd.,18.7,163738527.7,2013,Finance,Property-Casualty Insurers
BXC,BlueLinx Holdings Inc.,9.24,83250552,2004,Capital Goods,Wholesale Distributors
BWP,Boardwalk Pipeline Partners L.P.,18.21,4557904400,2005,Public Utilities,Natural Gas Distribution
BA,Boeing Company (The),175.62,1.06792E+11,n/a,Capital Goods,Aerospace
BCC,"Boise Cascade, L.L.C.",28.8,1109836426,2013,Consumer Services,RETAIL: Building Materials
BCEI,"Bonanza Creek Energy, Inc.",0.8711,43277034.6,2011,Energy,Oil & Gas Production
BOOT,"Boot Barn Holdings, Inc.",10.25,272083298,2014,Consumer Services,Clothing/Shoe/Accessory Stores
BAH,Booz Allen Hamilton Holding Corporation,34.34,5149402744,2010,Consumer Services,Professional Services
BWA,BorgWarner Inc.,38.01,8090665796,n/a,Capital Goods,Auto Parts:O.E.M.
SAM,"Boston Beer Company, Inc. (The)",139.05,1730806520,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
BXP,"Boston Properties, Inc.",135.52,20849647921,1997,Consumer Services,Real Estate Investment Trusts
BXP^B,"Boston Properties, Inc.",25.75,0,n/a,n/a,n/a
BSX,Boston Scientific Corporation,24.44,33457661627,n/a,Health Care,Medical/Dental Instruments
BOX,"Box, Inc.",16.98,2219667812,2015,Technology,Computer Software: Prepackaged Software
BYD,Boyd Gaming Corporation,21.38,2420767134,1993,Consumer Services,Hotels/Resorts
BP,BP p.l.c.,34.99,1.13339E+11,n/a,Energy,Integrated oil Companies
BPT,BP Prudhoe Bay Royalty Trust,19.3,413020000,n/a,Energy,Integrated oil Companies
BRC,Brady Corporation,37.15,1900378790,n/a,Consumer Durables,Miscellaneous manufacturing industries
BDN,Brandywine Realty Trust,16.73,2931136219,n/a,Consumer Services,Real Estate Investment Trusts
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,3.83,223007878,n/a,n/a,n/a
BAK,Braskem S.A.,20.33,8101184172,n/a,Basic Industries,Major Chemicals
BRFS,BRF S.A.,12.52,10003176090,n/a,Consumer Non-Durables,Meat/Poultry/Fish
BPI,"Bridgepoint Education, Inc.",11.1,315752453.7,2009,Consumer Services,Other Consumer Services
BGG,Briggs & Stratton Corporation,20.81,890807531.1,n/a,Energy,Industrial Machinery/Components
BFAM,Bright Horizons Family Solutions Inc.,71.53,4256877123,2013,Miscellaneous,Other Consumer Services
EAT,"Brinker International, Inc.",42.98,2100768059,n/a,Consumer Services,Restaurants
BCO,Brink&#39;s Company (The),56.15,2825648691,n/a,Transportation,Oil Refining/Marketing
BMY,Bristol-Myers Squibb Company,52.83,87037439000,n/a,Health Care,Major Pharmaceuticals
BRS,Bristow Group Inc,14.09,494499244.3,n/a,Transportation,Transportation Services
BRX,Brixmor Property Group Inc.,21.37,6515567406,2013,Consumer Services,Real Estate Investment Trusts
BR,"Broadridge Financial Solutions, Inc.",67.03,7928043632,n/a,Miscellaneous,Business Services
BKD,Brookdale Senior Living Inc.,12.93,2397844088,2005,Health Care,Hospital/Nursing Management
BAM,Brookfield Asset Management Inc,36.35,35914522129,n/a,Consumer Services,Building operators
BBU,Brookfield Business Partners L.P.,24.2,1254656212,2016,Basic Industries,Engineering & Construction
BOXC,Brookfield Canada Office Properties,23.79,628690741,n/a,Consumer Services,Real Estate Investment Trusts
DTLA^,Brookfield DTLA Inc.,24.79,0,n/a,n/a,n/a
INF,Brookfield Global Listed Infrastructure Income Fund,13.45,185599778,n/a,n/a,n/a
BIP,Brookfield Infrastructure Partners LP,39.09,10460055769,n/a,Consumer Services,Marine Transportation
BPY,Brookfield Property Partners L.P.,22.66,5798454982,n/a,Finance,Real Estate
RA,Brookfield Real Assets Income Fund Inc.,23.42,854758264.5,2016,n/a,n/a
BEP,Brookfield Renewable Partners L.P.,30.83,5146683772,n/a,Public Utilities,Electric Utilities: Central
BRO,"Brown & Brown, Inc.",41.32,5795915452,n/a,Finance,Specialty Insurers
BF.A,Brown Forman Corporation,n/a,0,n/a,n/a,n/a
BF.B,Brown Forman Corporation,n/a,0,n/a,n/a,n/a
BRT,BRT Apartments Corp.,8.05,113063336.8,n/a,Consumer Services,Real Estate Investment Trusts
BC,Brunswick Corporation,55.97,5005940960,n/a,Energy,Industrial Machinery/Components
BT,BT Group plc,19.7,39241779785,n/a,Public Utilities,Telecommunications Equipment
BPL,Buckeye Partners L.P.,67.62,9498063904,1986,Energy,Natural Gas Distribution
BKE,"Buckle, Inc. (The)",17.9,874392177.5,n/a,Consumer Services,Clothing/Shoe/Accessory Stores
BVN,Buenaventura Mining Company Inc.,12.36,3139277676,1996,Basic Industries,Precious Metals
BBW,"Build-A-Bear Workshop, Inc.",8.3,132825032.8,2004,Consumer Services,Recreational Products/Toys
BG,Bunge Limited,76.51,10673817982,2001,Consumer Non-Durables,Packaged Foods
BURL,"Burlington Stores, Inc.",91.2,6407605752,2013,Consumer Services,Department/Specialty Retail Stores
BWXT,"BWX Technologies, Inc.",47.78,4766787754,n/a,Energy,Industrial Machinery/Components
CJ,C,33.91,1906326235,2017,Energy,Oilfield Services/Equipment
BCR,"C.R. Bard, Inc.",248.81,17992078599,n/a,Health Care,Medical/Dental Instruments
GYB,CABCO Series 2004-101 Trust,22.2232,0,n/a,Finance,Finance: Consumer Services
PFH,CABCO Series 2004-101 Trust,18.7,0,n/a,Finance,Finance: Consumer Services
CAB,Cabela&#39;s Inc,53.39,3658180878,2004,Consumer Services,Other Specialty Stores
CABO,"Cable One, Inc.",636.55,3643935567,2015,Consumer Services,Television Services
CBT,Cabot Corporation,56.97,3543063428,n/a,Basic Industries,Major Chemicals
COG,Cabot Oil & Gas Corporation,24,11172522528,1990,Energy,Oil & Gas Production
CACI,"CACI International, Inc.",112.35,2740616803,n/a,Technology,EDP Services
CADE,Cadence Bancorporation,21.55,0,n/a,n/a,n/a
CAE,CAE Inc,15.15,4066217944,n/a,Miscellaneous,Industrial Machinery/Components
CAI,"CAI International, Inc.",14.57,277663651.7,n/a,Technology,Diversified Commercial Services
CAA,"CalAtlantic Group, Inc.",37.38,4278997600,n/a,Capital Goods,Homebuilding
CAL,"Caleres, Inc.",26.03,1118215456,n/a,Consumer Non-Durables,Shoe Manufacturing
CCC,Calgon Carbon Corporation,13.6,690275072,n/a,Basic Industries,Major Chemicals
CRC,California Resources Corporation,13.32,566781571.1,2014,Energy,Oil & Gas Production
CWT,California Water  Service Group Holding,36.35,1743453305,n/a,Public Utilities,Water Supply
CALX,"Calix, Inc",6.4,317596057.6,2010,Consumer Services,Telecommunications Equipment
ELY,Callaway Golf Company,11.49,1077691900,1992,Consumer Non-Durables,Recreational Products/Toys
CPE,Callon Petroleum Company,12.51,2515196599,n/a,Energy,Oil & Gas Production
CPE^A,Callon Petroleum Company,52.6,0,n/a,Energy,Oil & Gas Production
RY^T,Royal Bank Of Canada,30.45,0,n/a,n/a,n/a
CPN,Calpine Corporation,10.69,3859176108,n/a,Public Utilities,Electric Utilities: Central
CBM,Cambrex Corporation,55,1869166420,1987,Health Care,Major Pharmaceuticals
CPT,Camden Property Trust,81.19,7355081666,1993,Consumer Services,Real Estate Investment Trusts
CCJ,Cameco Corporation,11.11,4397254919,1996,Basic Industries,Precious Metals
CPB,Campbell Soup Company,56.14,17087846323,n/a,Consumer Non-Durables,Packaged Foods
CWH,"Camping World Holdings, Inc.",29.28,2370178814,2016,Consumer Durables,Automotive Aftermarket
GOOS,Canada Goose Holdings Inc.,16.15,372885460.5,2017,Consumer Non-Durables,Apparel
CM,Canadian Imperial Bank of Commerce,84.16,33637175599,n/a,Finance,Commercial Banks
CNI,Canadian National Railway Company,72.89,55307005299,n/a,Transportation,Railroads
CNQ,Canadian Natural Resources Limited,33.29,37037816397,n/a,Energy,Oil & Gas Production
CP,Canadian Pacific Railway Limited,150.01,21993280821,n/a,Transportation,Railroads
CAJ,"Canon, Inc.",30.8,33635699143,n/a,Miscellaneous,Industrial Machinery/Components
CMD,Cantel Medical Corp.,71.41,2979516339,n/a,Health Care,Medical/Dental Instruments
COF,Capital One Financial Corporation,81.02,39108952819,1994,Finance,Major Banks
COF.WS,Capital One Financial Corporation,n/a,0,n/a,n/a,n/a
COF^C,Capital One Financial Corporation,26.24,0,n/a,Finance,Major Banks
COF^D,Capital One Financial Corporation,27.52,0,n/a,n/a,n/a
